,mage_id,det_name,N_5,B_5,unc_5,N_10,B_10,unc_10
24,1011102,B00002B,4479.995728560909,8597.272652949225,0.07424159691772193,8763.408488385856,16817.295530775977,0.05308228102508313
25,1010204,C00ANG3,12978.165613409048,26150.037652720555,0.08222361386394046,25386.847129151236,51152.60723944358,0.058789373602249465
26,1010801,B00089C,1852.3373773992366,3223.977244855959,0.06098191811717557,3623.393878027036,6306.48582404099,0.04360169297721298
27,1010102,V02160B,7670.665894459793,15403.446836534027,0.10065215877906308,15004.741674759149,30130.98782597362,0.0719656688421277
28,1010701,V02162B,10573.959085914963,21493.18163237306,0.10872593414805445,20683.931062389205,42043.23882693994,0.0777383681220902
29,1010504,V09374A,141608.23331211344,284068.2172411973,0.023012094034745537,277002.67344480974,555671.4731627229,0.016453504413189813
30,1010105,V05266B,11878.440724044627,23642.499795610365,0.07013781190639212,23235.65346418738,46247.56270963393,0.05014810021160527
31,1010207,V00074A,5651.381173254582,11463.030203932298,0.14206839121352746,11054.778786744973,22423.060707701297,0.10157801798815765
32,1010907,P00573A,17834.68006939699,34389.0906117969,0.038972802084923236,34886.77136708005,67269.1821231039,0.0278653116109496
33,1011003,B00032C,8000.557878284292,15045.227142661144,0.046663203700667,15650.049926476328,29430.267178857957,0.03336390103670061
34,1010903,B00091A,4954.549169004571,9313.712040694993,0.05912644957230555,9691.691884207887,18218.736825007305,0.042275044483361904
35,1010103,V05261B,17134.446171378127,34389.0906117969,0.06672132961903043,33517.029952678036,67269.1821231039,0.04770533658010706
36,1010908,P00661C,12758.941793891763,24358.93918335614,0.04194858517359368,24958.019068319292,47649.004003865266,0.029992978050527367
37,1011106,P00575A,54266.80937013374,106391.24908024665,0.02679766605104502,106152.38198555386,208114.0321933527,0.019160164910169714
38,1010808,V05261A,9332.419866142214,18627.424081389985,0.08261165415650185,18255.33157336348,36437.47365001461,0.05906682000310813
39,1010809,V05268A,4283.653492637322,8597.272652949225,0.13341957890735653,8379.339546991101,16817.295530775977,0.09539417086700601
40,1010403,B00061A,7129.200394179901,13254.12867329672,0.04537964409071372,13945.570271744187,25926.663943279626,0.03244616388183458
41,1011112,P00748A,1089.2984447616157,2149.318163237306,0.2050337746481332,2130.7982899072695,4204.323882693994,0.14659787635720645
42,1010806,V00050B,51017.524249927104,101376.17336602628,0.03302872445168565,99796.39092465355,198303.9431337334,0.023615332994351326
43,1011009,V00048A,42460.67300795856,85972.72652949224,0.04995598566659902,83058.16451750248,168172.95530775975,0.035718219706106995
44,1010805,V00050A,53778.70449224069,106391.24908024665,0.03022593872987685,105197.59035419564,208114.0321933527,0.02161135859839342
45,1010203,C000RG2,10843.832816731268,22209.621020118833,0.12914111931649674,21211.83641916232,43444.680121171274,0.0923350988132598
46,1010409,V01403A,26137.15726753609,50508.976836076705,0.03291372526103911,51127.41166255059,98801.61124330887,0.023533109286766964
47,1010402,B00000C,4954.040435740135,9671.931734567876,0.08443193728450919,9690.696740980524,18919.45747212297,0.060368311142276476
48,1011111,P00665B,2046.9286630975316,3940.4166326017285,0.11318334329009265,4004.0377509626333,7707.927118272323,0.08092538799430105
49,1010404,B00061C,11033.732903473767,20418.52255075441,0.035313166416397195,21583.30374478832,39941.07688559294,0.025248694821019713
50,1011110,P00662B,3900.7900376530656,7164.393877457687,0.05646590541293519,7630.4127500498125,14014.412942313313,0.04037277192174328
51,1011008,B00089B,16214.661457759415,31165.113366940936,0.039609487955589114,31717.820833922247,60962.6962990629,0.028320538056965258
52,1011107,P00574C,38805.17431282231,78808.33265203456,0.05567426765103311,75907.57102697456,154158.54236544642,0.0398067558351827
53,1010706,V07646A,26113.131942305,51941.85561156823,0.04686063089349942,51080.41524741473,101604.49383177151,0.033505060254268935
54,1010705,V05267B,119585.03028746998,240723.6342825783,0.026615552361915866,233922.64926148276,470884.2748617273,0.019029954752707825
55,1010401,B00000B,2264.6651653737085,4298.636326474612,0.09464513634099181,4429.956441043936,8408.647765387988,0.06767068508073242
56,1010106,V05268B,7524.502963593416,15045.227142661144,0.09459885006410365,14718.829467103267,29430.267178857957,0.06763759068002699
57,1011108,P00661A,26711.885078447453,50867.19652994958,0.02834044839553078,52251.64813102373,99502.33189042452,0.020263244711393406
58,1010205,C00ANG5,13991.639807740896,29732.234591449404,,27369.324099106,58159.813710600254,
59,1010303,P00574B,5093.226642311632,9671.931734567876,0.06335121126907704,9962.961639886287,18919.45747212297,0.04529572287610404
60,1010802,B00089D,3038.348996619972,5373.295408093265,0.05146934183519894,5943.374726433315,10510.809706734985,0.03680025997420218
61,1010505,V09724A,108801.38011302655,218514.01326245946,0.02678948358091253,212828.53730239443,427439.5947405561,0.01915431449480848
62,1011010,V01240A,31081.09006808165,61972.00704000899,0.04453242657848724,60798.33665788035,121224.67195101015,0.03184040861874107
63,1011101,B00000A,2076.3091428885814,3940.4166326017285,0.0986967356272459,4061.509490132447,7707.927118272323,0.07056755342466496
64,1011109,P00662A,19299.29279404173,36538.40877503421,0.03172615895426519,37751.729362803984,71473.5060057979,0.022684006747903777
65,1010410,V01404A,12915.498703021694,25433.59826497479,0.05804006183871285,25264.263142981705,49751.16594521226,0.04149828399637138
66,1010704,V04545A,179386.97552073607,363234.76958710473,0.02433029551219226,350902.42027736607,710530.736175285,0.017396010288313273
67,1010914,B00091B,715.1082635862467,1432.8787754915372,0.3176523162227069,1398.837455865084,2802.882588462662,0.2271194346302823
68,1010902,B00089A,3905.9642557901916,7522.613571330572,0.08230763213826364,7640.534140758866,14715.133589428979,0.05884944614694222
69,1010910,P00664A,6890.160947997732,13254.12867329672,0.061252780986364753,13477.980470625163,25926.663943279626,0.043795358247607115
70,1010305,P00698A,9693.578740752644,18627.424081389985,0.05112408280298566,18961.801610207374,36437.47365001461,0.036553401908976206
71,1010807,V01387A,25500.74851457201,50867.19652994958,0.04948891459727955,49882.51988012026,99502.33189042452,0.03538426679036117
72,1010306,P00712A,10106.74294666937,19343.86346913575,0.04822008335285489,19770.000306948303,37838.91494424594,0.03447706032543832
73,1010304,P00665A,5220.652868724123,9313.712040694993,0.041102877053108916,10212.22260838835,18218.736825007305,0.029388301993161222
74,1010407,B00079C,18811.020722513123,34389.0906117969,0.024958782866908252,36796.610680659614,67269.1821231039,0.017845374846307986
75,1010109,V07647B,1685.739735872397,3582.1969387288436,,3297.508927603132,7007.206471156656,
76,1010406,B00079B,20060.280165122367,36896.62846890708,0.025134618610518696,39240.311850677186,72174.22665291355,0.01797109631168711
77,1010108,V07647A,1635.9380706800148,3223.977244855959,0.16467366087401294,3200.0909026929025,6306.48582404099,0.11774064549865543
78,1010408,V01386A,33249.74770049882,64837.76459099206,0.0321547442327208,65040.49085976219,126830.43712793547,0.02299044256203927
79,1010206,C00ANG2,10113.922825382619,20418.52255075441,0.09661673084797025,19784.04501008499,39941.07688559294,0.0690803629167698
80,1010208,V04549A,2022.8876830468766,4298.636326474612,89754300048417.75,3957.0107131237596,8408.647765387988,62765789611397.73
81,1010107,V05612A,5471.818325234192,11104.810510059417,0.1460493694526414,10703.53233878327,21722.340060585637,0.10442439272168567
82,1010301,B00032B,1691.9018550665292,3223.977244855959,0.11325765034524182,3309.5627711610705,6306.48582404099,0.08097851707755511
83,1010309,P00574A,4566.082560961686,8597.272652949225,0.06237439183864962,8931.804648451296,16817.295530775977,0.044597303045854825
84,1010405,B00076C,15738.940057873015,28299.355815957864,0.024716267917232464,30787.252769472223,55356.93112213758,0.017671978162428156
85,1010308,P00661B,6730.961491058721,12537.68928555095,0.047349241300663925,13166.56725578848,24525.222649048294,0.03385441366289277
86,1011011,V01389A,12514.167945444888,25433.59826497479,0.09965148143460639,24479.212089210127,49751.16594521226,0.07125019075141852
87,1011012,V05267A,3528.4503515309057,7164.393877457687,0.18383142209404943,6902.071706078771,14014.412942313313,0.1314383258707583
88,1010909,P00662C,7261.691667468042,13612.348367169607,0.04778786813956438,14204.73907888573,26627.384590395297,0.034168029130424646
89,1010411,V01406A,3344.142077152139,6447.954489711918,0.08996460154079561,6541.542635509888,12612.97164808198,0.06432413174773981
90,1010501,V08682B,5135.126725487249,10030.151428440762,0.08337569284090335,10044.923223515572,19620.178119238637,0.059613102920545544
91,1010307,P00909C,9672.055741893297,18627.424081389985,0.05229753470375631,18919.700045311438,36437.47365001461,0.03739241273514638
92,1010911,P00665C,3864.8584738533914,7522.613571330572,0.0923814318653446,7560.126305534789,14715.133589428979,0.06605215043004016
93,1011013,V05612B,842.8698679361985,1791.0984693644218,,1648.754463801566,3503.603235578328,
94,1011113,P00698B,674.2958943489588,1432.8787754915372,103639338587760.86,1319.0035710412528,2802.882588462662,
95,1010912,P00748B,1588.8904006443267,2865.7575509830745,0.07917429937297879,3108.0600223237443,5605.765176925324,0.05660913266639734
96,1010913,P00909B,626.925153834194,1074.659081618653,0.09790086607771604,1226.3407261010943,2102.161941346997,0.06999851163621493
97,1010707,V07302B,4114.14455976559,8239.05295907634,0.13122502343838185,8047.759761833015,16116.574883660309,0.09382507732692054
98,1010810,V07302A,707.589897986129,1432.8787754915372,0.3879633541367561,1384.1306318163868,2802.882588462662,0.27739139036225835
99,1010209,V07298B,2022.8876830468766,4298.636326474612,89754300048417.75,3957.0107131237596,8408.647765387988,62765789611397.73
100,1010412,V01415A,928.914364416396,1791.0984693644218,0.17072268304390284,1817.0678097331856,3503.603235578328,0.1220656588076351
